State,Year,Quarter,District,Code,Transactions,Amount (INR),ATV (INR),Registered Users,App Opens
Telangana,2018,1,Jagtial,TG04,"93,840","11,95,23,181","1,274","51,382",0
Telangana,2018,1,Jangaon,TG05,"80,758","8,12,62,680","1,006","30,373",0
Telangana,2018,1,Jaya Shankar Bhalupally,TG06,"53,916","7,62,21,067","1,414","21,824",0
Telangana,2018,1,Jogulamba Gadwal,TG07,"50,179","6,23,86,167","1,243","21,686",0
Telangana,2018,1,Kamareddy,TG08,"84,914","10,13,53,627","1,194","38,028",0
Telangana,2018,1,Karimnagar,TG09,"2,24,324","27,15,26,470","1,210","1,00,028",0
Telangana,2018,1,Khammam,TG10,"1,83,964","24,58,57,422","1,336","84,941",0
Telangana,2018,1,Kumuram Bheem Asifabad,TG11,"26,226","2,95,92,041","1,128","13,448",0
Telangana,2018,1,Mahabubabad,TG12,"73,810","8,13,45,319","1,102","32,847",0
Telangana,2018,1,Mahbubnagar,TG13,"96,136","14,15,74,549","1,473","45,445",0
Telangana,2018,1,Mancherial,TG14,"1,27,357","18,46,52,405","1,450","59,684",0
Telangana,2018,1,Medak,TG15,"74,192","8,90,96,759","1,201","29,694",0
Telangana,2018,1,Medchal Malkajgiri,TG16,"11,31,530","1,91,28,37,341","1,690","5,49,429",0
Telangana,2018,1,Mulugu,TG17,"26,582","4,25,38,489","1,600","10,977",0
Telangana,2018,1,Nagarkurnool,TG18,"83,679","15,76,64,184","1,884","32,570",0
Telangana,2018,1,Nalgonda,TG19,"2,04,137","26,78,25,161","1,312","84,459",0
Telangana,2018,1,Narayanpet,TG20,"38,804","4,22,64,264","1,089","13,945",0
Telangana,2018,1,Nirmal,TG21,"63,804","8,62,49,120","1,352","25,519",0
Telangana,2018,1,Nizamabad,TG22,"1,40,986","17,41,81,538","1,235","77,516",0
Telangana,2018,1,Peddapalle,TG23,"1,69,274","19,96,10,181","1,179","67,418",0
Telangana,2018,1,Rajanna Sircilla,TG24,"68,682","9,61,36,732","1,400","32,891",0
Telangana,2018,1,Rangareddy,TG25,"14,59,174","2,67,73,04,926","1,835","6,35,175",0
Telangana,2018,1,Sangareddy,TG26,"2,91,510","39,92,36,233","1,370","1,42,807",0
Telangana,2018,1,Siddipet,TG27,"1,44,429","19,79,65,018","1,371","61,535",0
Telangana,2018,1,Suryapet,TG28,"1,22,502","14,99,66,934","1,224","52,906",0
Telangana,2018,1,Vikarabad,TG29,"70,973","9,76,15,071","1,375","29,719",0
Telangana,2018,1,Wanaparthy,TG30,"53,432","9,33,31,113","1,747","20,785",0
Telangana,2018,1,Warangal Rural,TG31,"1,04,385","7,92,04,913",759,"36,701",0
Telangana,2018,1,Warangal Urban,TG32,"3,49,165","42,10,74,107","1,206","1,33,840",0
Telangana,2018,1,Yadadri Bhuvanagiri,TG33,"1,19,620","15,42,66,152","1,290","45,267",0
Tripura,2018,1,Dhalai,TR01,"9,195","88,12,172",958,"3,448",0
Tripura,2018,1,Gomati,TR02,"12,229","1,12,77,259",922,"4,509",0
Tripura,2018,1,Khowai,TR03,"8,838","72,42,490",819,"3,017",0
Tripura,2018,1,North Tripura,TR04,"9,915","1,08,69,175","1,096","4,432",0
Tripura,2018,1,Sepahijala,TR05,"14,107","1,32,24,753",937,"4,664",0
Tripura,2018,1,South Tripura,TR06,"18,338","1,37,85,118",752,"5,361",0
Tripura,2018,1,Unakoti,TR07,"5,068","43,49,606",858,"2,484",0
Tripura,2018,1,West Tripura,TR08,"70,467","6,84,18,341",971,"27,242",0
Uttarakhand,2018,1,Almora,UK01,"26,086","2,49,66,387",957,"11,367",0
Uttarakhand,2018,1,Bageshwar,UK02,"10,580","86,45,020",817,"4,231",0
Uttarakhand,2018,1,Chamoli,UK03,"15,936","1,99,31,685","1,251","7,493",0
Uttarakhand,2018,1,Champawat,UK04,"11,037","98,18,455",890,"5,442",0
Uttarakhand,2018,1,Dehradun,UK05,"3,29,459","51,28,88,194","1,557","1,47,998",0
Uttarakhand,2018,1,Haridwar,UK06,"3,08,588","39,46,04,405","1,279","1,04,823",0
Uttarakhand,2018,1,Nainital,UK07,"1,06,949","11,66,98,562","1,091","49,083",0
Uttarakhand,2018,1,Pauri Garhwal,UK08,"49,412","5,86,26,308","1,186","20,425",0
Uttarakhand,2018,1,Pithoragarh,UK09,"18,593","1,91,29,400","1,029","8,836",0
Uttarakhand,2018,1,Rudraprayag,UK10,"10,107","1,25,17,358","1,238","4,263",0
Uttarakhand,2018,1,Tehri Garhwal,UK11,"28,306","4,12,80,389","1,458","13,030",0
Uttarakhand,2018,1,Udham Singh Nagar,UK12,"3,19,290","27,35,40,318",857,"1,00,236",0
Uttarakhand,2018,1,Uttarkashi,UK13,"12,342","1,58,98,878","1,288","5,816",0
Uttar Pradesh,2018,1,Agra,UP01,"2,98,049","35,34,77,588","1,186","1,48,387",0
Uttar Pradesh,2018,1,Aligarh,UP02,"1,94,881","22,70,55,507","1,165","84,375",0
Uttar Pradesh,2018,1,Ambedkar Nagar,UP04,"1,16,711","8,88,18,565",761,"36,853",0
Uttar Pradesh,2018,1,Amethi,UP05,"96,408","8,65,34,577",898,"28,949",0
Uttar Pradesh,2018,1,Amroha,UP06,"72,415","7,65,24,251","1,057","27,497",0
Uttar Pradesh,2018,1,Auraiya,UP07,"65,304","6,19,21,893",948,"21,705",0
Uttar Pradesh,2018,1,Ayodhya,UP26,"1,39,126","11,91,04,433",856,"51,410",0
Uttar Pradesh,2018,1,Azamgarh,UP08,"1,95,700","20,26,33,767","1,035","68,976",0
Uttar Pradesh,2018,1,Baghpat,UP09,"57,482","8,20,62,656","1,428","27,155",0
Uttar Pradesh,2018,1,Bahraich,UP10,"74,017","6,67,21,477",901,"23,003",0
Uttar Pradesh,2018,1,Ballia,UP11,"1,53,366","17,95,89,108","1,171","59,431",0
Uttar Pradesh,2018,1,Balrampur,UP12,"32,628","4,66,01,180","1,428","13,778",0
Uttar Pradesh,2018,1,Banda,UP13,"50,935","4,41,50,240",867,"18,718",0
Uttar Pradesh,2018,1,Bara Banki,UP14,"1,11,809","8,63,97,546",773,"36,150",0
Uttar Pradesh,2018,1,Bareilly,UP15,"3,06,561","27,24,20,020",889,"1,12,369",0
Uttar Pradesh,2018,1,Basti,UP16,"1,04,079","9,73,89,540",936,"38,586",0
Uttar Pradesh,2018,1,Bhadohi,UP17,"83,213","7,32,57,505",880,"29,109",0
Uttar Pradesh,2018,1,Bijnor,UP18,"1,42,321","16,59,47,956","1,166","52,039",0
Uttar Pradesh,2018,1,Budaun,UP19,"63,143","5,05,81,912",801,"28,217",0
Uttar Pradesh,2018,1,Bulandshahr,UP20,"1,40,393","16,04,67,571","1,143","60,527",0
Uttar Pradesh,2018,1,Chandauli,UP21,"1,00,454","8,87,29,335",883,"38,971",0
Uttar Pradesh,2018,1,Chitrakoot,UP22,"28,904","2,58,20,944",893,"10,679",0
Uttar Pradesh,2018,1,Deoria,UP23,"1,74,133","18,93,09,639","1,087","61,062",0
Uttar Pradesh,2018,1,Etah,UP24,"41,571","4,67,49,491","1,125","19,926",0
Uttar Pradesh,2018,1,Etawah,UP25,"67,994","7,14,10,064","1,050","28,534",0
Uttar Pradesh,2018,1,Farrukhabad,UP27,"65,940","5,71,99,649",867,"26,440",0
Uttar Pradesh,2018,1,Fatehpur,UP28,"74,858","6,39,61,334",854,"26,460",0
Uttar Pradesh,2018,1,Firozabad,UP29,"74,687","8,04,97,170","1,078","40,297",0
Uttar Pradesh,2018,1,Gautam Buddha Nagar,UP30,"13,87,567","2,06,57,04,007","1,489","4,48,768",0
Uttar Pradesh,2018,1,Ghaziabad,UP31,"7,51,503","1,14,65,04,201","1,526","3,29,683",0
Uttar Pradesh,2018,1,Ghazipur,UP32,"1,83,645","18,83,08,914","1,025","64,317",0
Uttar Pradesh,2018,1,Gonda,UP33,"1,01,085","10,68,26,667","1,057","34,648",0
Uttar Pradesh,2018,1,Gorakhpur,UP34,"3,24,943","37,79,54,040","1,163","1,32,769",0
Uttar Pradesh,2018,1,Hamirpur,UP35,"60,464","3,40,57,724",563,"16,985",0
Uttar Pradesh,2018,1,Hapur,UP36,"87,259","10,83,54,119","1,242","34,731",0
Uttar Pradesh,2018,1,Hardoi,UP37,"97,252","7,78,97,803",801,"33,813",0
Uttar Pradesh,2018,1,Hathras,UP38,"51,845","5,11,52,502",987,"24,848",0
Uttar Pradesh,2018,1,Jalaun,UP39,"90,820","6,34,96,878",699,"32,085",0
Uttar Pradesh,2018,1,Jaunpur,UP40,"2,36,534","21,96,20,789",928,"78,930",0
Uttar Pradesh,2018,1,Jhansi,UP41,"1,87,592","18,74,18,140",999,"74,623",0
Uttar Pradesh,2018,1,Kannauj,UP42,"61,395","5,53,71,938",902,"19,583",0
Uttar Pradesh,2018,1,Kanpur Dehat,UP43,"51,507","4,37,32,800",849,"18,293",0
Uttar Pradesh,2018,1,Kanpur Nagar,UP44,"4,93,390","55,02,98,920","1,115","2,08,389",0
Uttar Pradesh,2018,1,Kasganj,UP45,"40,039","3,62,39,335",905,"15,670",0
Uttar Pradesh,2018,1,Kaushambi,UP46,"37,326","2,86,67,777",768,"12,102",0
Uttar Pradesh,2018,1,Kheri,UP48,"1,76,154","11,09,18,009",630,"51,685",0
Uttar Pradesh,2018,1,Kushinagar,UP47,"2,16,583","22,03,48,476","1,017","60,631",0
Uttar Pradesh,2018,1,Lalitpur,UP49,"56,296","4,42,87,534",787,"20,957",0
Uttar Pradesh,2018,1,Lucknow,UP50,"9,49,749","1,27,18,48,634","1,339","3,80,070",0
Uttar Pradesh,2018,1,Maharajganj,UP51,"1,05,577","12,00,97,062","1,138","33,481",0
Uttar Pradesh,2018,1,Mahoba,UP52,"36,881","3,01,13,590",817,"12,930",0
Uttar Pradesh,2018,1,Mainpuri,UP53,"66,092","4,86,45,519",736,"25,568",0
Uttar Pradesh,2018,1,Mathura,UP54,"1,61,451","19,05,49,339","1,180","70,100",0
Uttar Pradesh,2018,1,Mau,UP55,"99,946","8,74,73,873",875,"36,792",0
Uttar Pradesh,2018,1,Meerut,UP56,"2,67,015","34,57,44,810","1,295","1,23,619",0
Uttar Pradesh,2018,1,Mirzapur,UP57,"1,10,239","9,04,90,891",821,"39,327",0
Uttar Pradesh,2018,1,Moradabad,UP58,"1,44,223","21,41,40,868","1,485","57,057",0
Uttar Pradesh,2018,1,Muzaffarnagar,UP59,"1,41,166","17,46,88,165","1,237","56,136",0
Uttar Pradesh,2018,1,Pilibhit,UP60,"83,803","5,97,44,411",713,"28,407",0
Uttar Pradesh,2018,1,Pratapgarh,UP61,"1,18,509","9,67,08,178",816,"41,557",0
Uttar Pradesh,2018,1,Prayagraj,UP03,"6,28,453","65,29,88,000","1,039","2,20,198",0
Uttar Pradesh,2018,1,Rae Bareli,UP62,"91,518","8,32,09,946",909,"34,388",0
Uttar Pradesh,2018,1,Rampur,UP63,"89,298","6,78,96,659",760,"30,312",0
Uttar Pradesh,2018,1,Saharanpur,UP64,"2,01,611","19,02,42,511",944,"73,819",0
Uttar Pradesh,2018,1,Sambhal,UP65,"53,722","6,19,75,314","1,154","22,039",0
Uttar Pradesh,2018,1,Sant Kabeer Nagar,UP66,"57,222","5,91,26,397","1,033","19,906",0
Uttar Pradesh,2018,1,Shahjahanpur,UP67,"1,06,997","8,08,44,329",756,"39,155",0
Uttar Pradesh,2018,1,Shamli,UP68,"50,512","6,29,56,283","1,246","23,247",0
Uttar Pradesh,2018,1,Shravasti,UP69,"17,420","1,77,70,174","1,020","5,380",0
Uttar Pradesh,2018,1,Siddharthnagar,UP70,"76,809","9,59,34,878","1,249","24,858",0
Uttar Pradesh,2018,1,Sitapur,UP71,"1,50,536","9,02,93,233",600,"39,869",0
Uttar Pradesh,2018,1,Sonbhadra,UP72,"1,33,602","14,57,96,021","1,091","44,097",0
Uttar Pradesh,2018,1,Sultanpur,UP73,"1,18,235","10,92,03,365",924,"38,698",0
Uttar Pradesh,2018,1,Unnao,UP74,"83,600","7,40,63,356",886,"33,339",0
Uttar Pradesh,2018,1,Varanasi,UP75,"5,73,338","53,49,29,627",933,"2,06,788",0
West Bengal,2018,1,Alipurduar,WB01,"71,585","6,58,16,753",919,"22,238",0
West Bengal,2018,1,Bankura,WB02,"3,78,312","15,93,67,697",421,"1,10,008",0
West Bengal,2018,1,Birbhum,WB03,"21,25,816","2,52,04,86,412","1,186","94,598",0
West Bengal,2018,1,Dakshin Dinajpur,WB05,"2,24,063","6,96,36,117",311,"36,948",0
West Bengal,2018,1,Darjiling,WB06,"1,01,473","14,49,29,153","1,428","51,832",0
West Bengal,2018,1,Hooghly,WB07,"3,80,589","29,97,41,600",788,"1,48,033",0
West Bengal,2018,1,Howrah,WB08,"3,46,838","35,04,24,697","1,010","1,36,589",0
West Bengal,2018,1,Jalpaiguri,WB09,"1,20,349","9,62,52,643",800,"31,035",0
West Bengal,2018,1,Jhargram,WB10,"66,167","3,33,16,470",504,"18,243",0
West Bengal,2018,1,Kalimpong,WB11,"4,972","77,06,386","1,550","3,090",0
West Bengal,2018,1,Koch Bihar,WB04,"1,55,388","8,83,20,339",568,"41,690",0
West Bengal,2018,1,Kolkata,WB12,"20,43,129","2,75,33,47,660","1,348","3,06,503",0
West Bengal,2018,1,Maldah,WB13,"4,91,756","28,36,24,702",577,"99,061",0
West Bengal,2018,1,Murshidabad,WB14,"8,33,479","42,10,68,896",505,"1,87,824",0
West Bengal,2018,1,Nadia,WB15,"5,49,427","30,78,40,168",560,"1,36,396",0
West Bengal,2018,1,North Twenty Four Parganas,WB16,"12,35,602","1,28,29,78,629","1,038","3,96,980",0
West Bengal,2018,1,Paschim Bardhaman,WB17,"3,50,033","29,89,47,241",854,"1,39,310",0
West Bengal,2018,1,Paschim Medinipur,WB18,"4,19,331","28,64,83,485",683,"1,27,203",0
West Bengal,2018,1,Purba Bardhaman,WB19,"3,96,998","21,23,56,024",535,"1,19,528",0
West Bengal,2018,1,Purba Medinipur,WB20,"5,16,243","38,05,34,346",737,"1,31,380",0
West Bengal,2018,1,Purulia,WB21,"2,34,356","8,69,34,375",371,"73,427",0
West Bengal,2018,1,South Twenty Four Parganas,WB22,"4,21,793","34,92,06,351",828,"1,42,473",0
West Bengal,2018,1,Uttar Dinajpur,WB23,"2,42,526","12,66,58,410",522,"50,400",0
